[2023.08.31 09:30:05 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693445401260 <= 1693445401512, execute later
[2023.08.31 11:34:48 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449456840 <= 1693452601186, execute later
[2023.08.31 11:34:49 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450360618 <= 1693452601186, execute later
[2023.08.31 11:34:58 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450366602 <= 1693452601186, execute later
[2023.08.31 11:35:09 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449468550 <= 1693452601186, execute later
[2023.08.31 11:35:15 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450378571 <= 1693452601186, execute later
[2023.08.31 11:35:19 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450381564 <= 1693452601186, execute later
[2023.08.31 11:35:21 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449473910 <= 1693452601186, execute later
[2023.08.31 11:35:23 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450384565 <= 1693452601186, execute later
[2023.08.31 11:35:30 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450390580 <= 1693452601186, execute later
[2023.08.31 11:35:35 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450393611 <= 1693452601186, execute later
[2023.08.31 11:35:39 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450396580 <= 1693452601186, execute later
[2023.08.31 11:35:43 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450399579 <= 1693452601186, execute later
[2023.08.31 11:35:50 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450405579 <= 1693452601186, execute later
[2023.08.31 11:35:56 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450411578 <= 1693452601186, execute later
[2023.08.31 11:36:14 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450429576 <= 1693452601186, execute later
[2023.08.31 11:36:22 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449497970 <= 1693452601186, execute later
[2023.08.31 11:36:23 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450438564 <= 1693452601186, execute later
[2023.08.31 11:36:34 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450447632 <= 1693452601186, execute later
[2023.08.31 11:36:37 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450450569 <= 1693452601186, execute later
[2023.08.31 11:36:43 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449508180 <= 1693452601186, execute later
[2023.08.31 11:36:48 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449508380 <= 1693452601186, execute later
[2023.08.31 11:36:51 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450462662 <= 1693452601186, execute later
[2023.08.31 11:37:06 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449518610 <= 1693452601186, execute later
[2023.08.31 11:37:08 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450471573 <= 1693452601186, execute later
[2023.08.31 11:37:13 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450474573 <= 1693452601186, execute later
[2023.08.31 11:37:13 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449521720 <= 1693452601186, execute later
[2023.08.31 11:37:26 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450483588 <= 1693452601186, execute later
[2023.08.31 11:37:31 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450486572 <= 1693452601186, execute later
[2023.08.31 11:37:48 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450498617 <= 1693452601186, execute later
[2023.08.31 11:37:52 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450501571 <= 1693452601186, execute later
[2023.08.31 11:37:56 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450504635 <= 1693452601186, execute later
[2023.08.31 11:38:00 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450507573 <= 1693452601186, execute later
[2023.08.31 11:38:01 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449545710 <= 1693452601186, execute later
[2023.08.31 11:38:05 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450510603 <= 1693452601186, execute later
[2023.08.31 11:38:26 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449554330 <= 1693452601186, execute later
[2023.08.31 11:38:27 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450525557 <= 1693452601186, execute later
[2023.08.31 11:38:38 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449562070 <= 1693452601186, execute later
[2023.08.31 11:38:48 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450543570 <= 1693452601186, execute later
[2023.08.31 11:39:16 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449572870 <= 1693452601186, execute later
[2023.08.31 11:39:22 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450567589 <= 1693452601186, execute later
[2023.08.31 11:39:32 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450573635 <= 1693452601186, execute later
[2023.08.31 11:39:36 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450576572 <= 1693452601186, execute later
[2023.08.31 11:39:41 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449588460 <= 1693452601186, execute later
[2023.08.31 11:39:46 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450585571 <= 1693452601186, execute later
[2023.08.31 11:39:57 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450594570 <= 1693452601186, execute later
[2023.08.31 11:40:06 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450603569 <= 1693452601186, execute later
[2023.08.31 11:40:21 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449607240 <= 1693452601186, execute later
[2023.08.31 11:40:37 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449611890 <= 1693452601186, execute later
[2023.08.31 11:40:43 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449615880 <= 1693452601186, execute later
[2023.08.31 11:40:49 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449618960 <= 1693452601186, execute later
[2023.08.31 11:41:14 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449628240 <= 1693452601186, execute later
[2023.08.31 11:41:16 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450660598 <= 1693452601186, execute later
[2023.08.31 11:41:20 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450663566 <= 1693452601186, execute later
[2023.08.31 11:41:21 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449633310 <= 1693452601186, execute later
[2023.08.31 11:41:33 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450675627 <= 1693452601186, execute later
[2023.08.31 11:41:37 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450678643 <= 1693452601186, execute later
[2023.08.31 11:41:45 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449637390 <= 1693452601186, execute later
[2023.08.31 11:41:46 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450687602 <= 1693452601186, execute later
[2023.08.31 11:41:50 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449645470 <= 1693452601186, execute later
[2023.08.31 11:41:52 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450693555 <= 1693452601186, execute later
[2023.08.31 11:42:04 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450702554 <= 1693452601186, execute later
[2023.08.31 11:42:07 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450705569 <= 1693452601186, execute later
[2023.08.31 11:42:10 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449661240 <= 1693452601186, execute later
[2023.08.31 11:42:23 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449666600 <= 1693452601186, execute later
[2023.08.31 11:42:30 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450729568 <= 1693452601186, execute later
[2023.08.31 11:42:34 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450732552 <= 1693452601186, execute later
[2023.08.31 11:42:38 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450735568 <= 1693452601186, execute later
[2023.08.31 11:42:48 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450744557 <= 1693452601186, execute later
[2023.08.31 11:42:52 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450747557 <= 1693452601186, execute later
[2023.08.31 11:42:54 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449678810 <= 1693452601186, execute later
[2023.08.31 11:43:10 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450756821 <= 1693452601186, execute later
[2023.08.31 11:43:19 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449691200 <= 1693452601186, execute later
[2023.08.31 11:43:30 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450768554 <= 1693452601186, execute later
[2023.08.31 11:43:35 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450771554 <= 1693452601186, execute later
[2023.08.31 11:43:55 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450789646 <= 1693452601186, execute later
[2023.08.31 11:44:00 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449709950 <= 1693452601186, execute later
[2023.08.31 11:44:09 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449721410 <= 1693452601186, execute later
[2023.08.31 11:44:21 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449727040 <= 1693452601186, execute later
[2023.08.31 11:44:39 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449733570 <= 1693452601186, execute later
[2023.08.31 11:44:43 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449738910 <= 1693452601186, execute later
[2023.08.31 11:44:48 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450819553 <= 1693452601186, execute later
[2023.08.31 11:44:53 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450822551 <= 1693452601186, execute later
[2023.08.31 11:44:54 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449745140 <= 1693452601186, execute later
[2023.08.31 11:45:06 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450831541 <= 1693452601186, execute later
[2023.08.31 11:45:12 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449749480 <= 1693452601186, execute later
[2023.08.31 11:45:14 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450837587 <= 1693452601186, execute later
[2023.08.31 11:45:33 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450849555 <= 1693452601186, execute later
[2023.08.31 11:45:53 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449771700 <= 1693452601186, execute later
[2023.08.31 11:46:00 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449774340 <= 1693452601186, execute later
[2023.08.31 11:46:03 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450870567 <= 1693452601186, execute later
[2023.08.31 11:46:18 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449778400 <= 1693452601186, execute later
[2023.08.31 11:46:21 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450882550 <= 1693452601186, execute later
[2023.08.31 11:46:24 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449785300 <= 1693452601186, execute later
[2023.08.31 11:46:26 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450885628 <= 1693452601186, execute later
[2023.08.31 11:46:31 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449788460 <= 1693452601186, execute later
[2023.08.31 11:46:44 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450897575 <= 1693452601186, execute later
[2023.08.31 11:46:46 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449795720 <= 1693452601186, execute later
[2023.08.31 11:46:52 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449799030 <= 1693452601186, execute later
[2023.08.31 11:47:08 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449806560 <= 1693452601186, execute later
[2023.08.31 11:47:18 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450921561 <= 1693452601186, execute later
[2023.08.31 11:47:22 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449816760 <= 1693452601186, execute later
[2023.08.31 11:47:29 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449816960 <= 1693452601186, execute later
[2023.08.31 11:47:31 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450930548 <= 1693452601186, execute later
[2023.08.31 11:47:38 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450936548 <= 1693452601186, execute later
[2023.08.31 11:47:46 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450942610 <= 1693452601186, execute later
[2023.08.31 11:48:03 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449837110 <= 1693452601186, execute later
[2023.08.31 11:48:07 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450957608 <= 1693452601186, execute later
[2023.08.31 11:48:10 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450960545 <= 1693452601186, execute later
[2023.08.31 11:48:20 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450966545 <= 1693452601186, execute later
[2023.08.31 11:48:43 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449852340 <= 1693452601186, execute later
[2023.08.31 11:48:43 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450981578 <= 1693452601186, execute later
[2023.08.31 11:49:01 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450993548 <= 1693452601186, execute later
[2023.08.31 11:49:05 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450996548 <= 1693452601186, execute later
[2023.08.31 11:49:11 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449867270 <= 1693452601186, execute later
[2023.08.31 11:49:14 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693451002547 <= 1693452601186, execute later
[2023.08.31 11:49:16 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449874250 <= 1693452601186, execute later
[2023.08.31 11:49:17 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693451005547 <= 1693452601186, execute later
[2023.08.31 11:49:24 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693451011562 <= 1693452601186, execute later
[2023.08.31 11:49:35 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449883650 <= 1693452601186, execute later
[2023.08.31 11:49:46 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693451026544 <= 1693452601186, execute later
[2023.08.31 11:49:52 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449891540 <= 1693452601186, execute later
[2023.08.31 11:49:53 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693451032575 <= 1693452601186, execute later
[2023.08.31 11:50:03 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693451038543 <= 1693452601186, execute later
[2023.08.31 11:50:13 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693451044552 <= 1693452601186, execute later
[2023.08.31 11:50:17 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693451047551 <= 1693452601186, execute later
[2023.08.31 11:50:26 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693451053535 <= 1693452601186, execute later
[2023.08.31 11:50:37 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693451062581 <= 1693452601186, execute later
[2023.08.31 11:51:19 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449927290 <= 1693452601186, execute later
[2023.08.31 11:51:33 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449932720 <= 1693452601186, execute later
[2023.08.31 11:51:38 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449935940 <= 1693452601186, execute later
[2023.08.31 11:51:38 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693451107550 <= 1693452601186, execute later
[2023.08.31 11:52:02 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693451125542 <= 1693452601186, execute later
[2023.08.31 11:52:15 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693451137588 <= 1693452601186, execute later
[2023.08.31 11:52:16 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449958030 <= 1693452601186, execute later
[2023.08.31 11:52:30 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693451149540 <= 1693452601186, execute later
[2023.08.31 11:52:36 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449966930 <= 1693452601186, execute later
[2023.08.31 11:52:37 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693451155539 <= 1693452601186, execute later
[2023.08.31 11:52:41 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693451158570 <= 1693452601186, execute later
[2023.08.31 11:53:13 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449979890 <= 1693452601186, execute later
[2023.08.31 11:53:24 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449990020 <= 1693452601186, execute later
[2023.08.31 11:53:25 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693451191542 <= 1693452601186, execute later
[2023.08.31 11:53:39 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693449990220 <= 1693452601186, execute later
[2023.08.31 11:53:41 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693451203587 <= 1693452601186, execute later
[2023.08.31 11:53:58 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693451218539 <= 1693452601186, execute later
[2023.08.31 11:54:11 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693451227576 <= 1693452601186, execute later
[2023.08.31 11:54:13 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450010120 <= 1693452601186, execute later
[2023.08.31 11:54:17 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450015260 <= 1693452601186, execute later
[2023.08.31 11:54:25 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450021130 <= 1693452601186, execute later
[2023.08.31 11:54:48 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693450035770 <= 1693452601186, execute later
[2023.08.31 11:54:48 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693451251539 <= 1693452601186, execute later
[2023.08.31 11:54:56 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693451257539 <= 1693452601186, execute later
[2023.08.31 11:55:10 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693451266553 <= 1693452601186, execute later
